Underlying Exposure Identifier,Loan Identifier,Unique Loan Identifier,Original Underlying Exposure Identifier,Original Obligor Identifier,New Underlying Exposure Identifier,New Obligor Identifier,Origination Dt,Maturity DATE,Original Principal Balance,Current Principal Balance GBP,Current Interest Rate,Original Loan To Value,Current Loan To Value,Current Valuation Amount,Current Valuation Date,Current Valuation Method,Post Code,Region ,Property Type ,tenure,Borrower Age (Youngest),Account Status,Redemption Date,Data Cut-Off Date,Interest Rate Type,Occupancy Type,Amortisation Type,Origination Channel,Purpose,Total Credit Limit,Number of Days in Arrears,Exposure Currency Denomination,Pool Addition Date,Date of Repurchase,Purchase Price,Arrears Balance,Default Amount,Default Date,Allocated Losses,Cumulative Recoveries,Litigation,Deposit Amount,Collateral Currency,Collateral Type,Original Collateral Identifier,New Collateral Identifier,Scheduled Principal Payment Frequency,Scheduled Interest Payment Frequency,Payment Due,Current Interest Rate Index,Current Interest Rate Index Tenor,Current Interest Rate Margin,Interest Rate Reset Interval,Interest Rate Cap,Interest Rate Floor,Prepayment Fee,Principal Grace Period End Date,Credit Impaired Obligor,Resident,Geographic Region Obligor,Employment Status
ORIGINATION-0037,ORIGINATION-0037,SYN-ORIGINATION-0037,ORIGINATION-0037,OBO-ORIGINATION-0037,ORIGINATION-0037-N,OBL-ORIGINATION-0037,30/06/2024,30/06/2046,"216,787.49", £247411.55 ,6.625,0.4293,0.467,"529,806",30/06/2026,Full survey,B1 1AA,West Midlands,Detached House,Freehold,63,Active,,30/06/2026,Fixed,Owner Occupied,Interest roll-up,Direct,Debt Consolidation,"227,626.86",0,GBP,30/06/2024,,"505,000",0,0,,0,0,N,0,GBP,residential property,ORIGINATION-0037-COLL-O,ORIGINATION-0037-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/12/2026,N,Y,West Midlands,EMUK
ORIGINATION-0038,ORIGINATION-0038,SYN-ORIGINATION-0038,ORIGINATION-0038,OBO-ORIGINATION-0038,ORIGINATION-0038-N,OBL-ORIGINATION-0038,30/11/2018,30/11/2033,"424,830.40", £721518.53 ,7.005,0.3511,0.4972,"1,451,269",30/06/2026,Full survey,LS1 4AP,Yorkshire and The Humber,Detached House,Freehold,83,Active,,30/06/2026,Fixed,Owner Occupied,Interest roll-up,Direct,Purchase Main Residence,"446,071.92",0,GBP,30/11/2018,,"1,210,000",0,0,,0,0,N,0,GBP,residential property,ORIGINATION-0038-COLL-O,ORIGINATION-0038-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/12/2026,N,Y,Yorkshire and The Humber,PNNR
ORIGINATION-0039,ORIGINATION-0039,SYN-ORIGINATION-0039,ORIGINATION-0039,OBO-ORIGINATION-0039,ORIGINATION-0039-N,OBL-ORIGINATION-0039,30/10/2024,30/10/2050,"66,022.68", £73964.98 ,6.835,0.2317,0.2494,"296,619",30/06/2026,Full survey,SW1A 1AA,London,Flat / Apartment,Freehold,77,Active,,30/06/2026,Fixed,Owner Occupied,Interest roll-up,Direct,Equity release,"69,323.81",0,GBP,30/10/2024,,"285,000",0,0,,0,0,N,0,GBP,residential property,ORIGINATION-0039-COLL-O,ORIGINATION-0039-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/12/2026,N,Y,London,PNNR
ORIGINATION-0040,ORIGINATION-0040,SYN-ORIGINATION-0040,ORIGINATION-0040,OBO-ORIGINATION-0040,ORIGINATION-0040-N,OBL-ORIGINATION-0040,30/06/2023,30/06/2038,"75,735.27", £97564.24 ,8.472,0.2858,0.3426,"284,763",30/06/2026,Full survey,EH1 1YZ,Scotland,Detached House,Freehold,66,Active,,30/06/2026,Fixed,Owner Occupied,Interest roll-up,Direct,Equity release,"79,522.03",0,GBP,30/06/2023,,"265,000",0,0,,0,0,N,0,GBP,residential property,ORIGINATION-0040-COLL-O,ORIGINATION-0040-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/12/2026,N,Y,Scotland,PNNR
ORIGINATION-0041,ORIGINATION-0041,SYN-ORIGINATION-0041,ORIGINATION-0041,OBO-ORIGINATION-0041,ORIGINATION-0041-N,OBL-ORIGINATION-0041,30/09/2018,30/09/2032,"272,285.29", £473439.65 ,7.159,0.3469,0.5008,"945,296",30/06/2026,Full survey,CF10 1EP,Wales,Semi Detached,Freehold,78,Active,,30/06/2026,Fixed,Owner Occupied,Interest roll-up,Direct,Equity release,"285,899.55",0,GBP,30/09/2018,,"785,000",0,0,,0,0,N,0,GBP,residential property,ORIGINATION-0041-COLL-O,ORIGINATION-0041-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/12/2026,N,Y,Wales,PNNR
ORIGINATION-0042,ORIGINATION-0042,SYN-ORIGINATION-0042,ORIGINATION-0042,OBO-ORIGINATION-0042,ORIGINATION-0042-N,OBL-ORIGINATION-0042,30/03/2020,30/03/2044,"210,142.24", £312773.21 ,6.38,0.3068,0.3931,"795,737",30/06/2026,Full survey,SW1A 1AA,London,Detached House,LEASEHOLD,80,Active,,30/06/2026,Fixed,Owner Occupied,Interest roll-up,Direct,Equity release,"220,649.35",0,GBP,30/03/2020,,"685,000",0,0,,0,0,N,0,GBP,residential property,ORIGINATION-0042-COLL-O,ORIGINATION-0042-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/12/2026,N,Y,London,SFEM
ORIGINATION-0043,ORIGINATION-0043,SYN-ORIGINATION-0043,ORIGINATION-0043,OBO-ORIGINATION-0043,ORIGINATION-0043-N,OBL-ORIGINATION-0043,30/03/2019,30/03/2033,"524,054.51", £954513.89 ,8.299,0.4638,0.7099,"1,344,529",30/06/2026,Full survey,NG1 5FS,East Midlands,Detached House,Freehold,79,Active,,30/06/2026,Fixed,Owner Occupied,Interest roll-up,Direct,Debt Consolidation,"550,257.24",0,GBP,30/03/2019,,"1,130,000",0,0,,0,0,N,0,GBP,residential property,ORIGINATION-0043-COLL-O,ORIGINATION-0043-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/12/2026,N,Y,East Midlands,SFEM
ORIGINATION-0044,ORIGINATION-0044,SYN-ORIGINATION-0044,ORIGINATION-0044,OBO-ORIGINATION-0044,ORIGINATION-0044-N,OBL-ORIGINATION-0044,30/12/2022,30/12/2044,"157,882.02", £193949.59 ,5.893,0.3395,0.3835,"505,705",30/06/2026,Full survey,RG1 2DP,South East,Flat / Apartment,LEASEHOLD,73,Active,,30/06/2026,Fixed,Owner Occupied,Interest roll-up,Direct,Home improvements,"165,776.12",0,GBP,30/12/2022,,"465,000",0,0,,0,0,N,0,GBP,residential property,ORIGINATION-0044-COLL-O,ORIGINATION-0044-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/12/2026,N,Y,South East,PNNR
ORIGINATION-0045,ORIGINATION-0045,SYN-ORIGINATION-0045,ORIGINATION-0045,OBO-ORIGINATION-0045,ORIGINATION-0045-N,OBL-ORIGINATION-0045,30/06/2026,30/06/2050,"134,126.59", £134126.59 ,6.468,0.2507,0.2507,"535,000",30/06/2026,Full survey,SW1A 1AA,London,Semi Detached,Freehold,82,Active,,30/06/2026,Fixed,Owner Occupied,Interest roll-up,Direct,Debt Consolidation,"140,832.92",0,GBP,30/06/2026,,"535,000",0,0,,0,0,N,0,GBP,residential property,ORIGINATION-0045-COLL-O,ORIGINATION-0045-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/12/2026,N,Y,London,PNNR
ORIGINATION-0046,ORIGINATION-0046,SYN-ORIGINATION-0046,ORIGINATION-0046,OBO-ORIGINATION-0046,ORIGINATION-0046-N,OBL-ORIGINATION-0046,30/06/2026,30/06/2041,"259,252.82", £259252.82 ,7.061,0.4671,0.4671,"555,000",30/06/2026,Full survey,B1 1AA,West Midlands,Semi Detached,Freehold,70,Active,,30/06/2026,Fixed,Owner Occupied,Interest roll-up,Direct,Debt Consolidation,"272,215.46",0,GBP,30/06/2026,,"555,000",0,0,,0,0,N,0,GBP,residential property,ORIGINATION-0046-COLL-O,ORIGINATION-0046-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/12/2026,N,Y,West Midlands,EMUK
ORIGINATION-0047,ORIGINATION-0047,SYN-ORIGINATION-0047,ORIGINATION-0047,OBO-ORIGINATION-0047,ORIGINATION-0047-N,OBL-ORIGINATION-0047,30/06/2026,30/06/2042,"307,847.71", £307847.71 ,7.411,0.3848,0.3848,"800,000",30/06/2026,Full survey,CF10 1EP,Wales,Flat / Apartment,LEASEHOLD,81,Active,,30/06/2026,Fixed,Owner Occupied,Interest roll-up,Direct,Home improvements,"323,240.10",0,GBP,30/06/2026,,"800,000",0,0,,0,0,N,0,GBP,residential property,ORIGINATION-0047-COLL-O,ORIGINATION-0047-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/12/2026,N,Y,Wales,EMUK
