account_status,allocated_losses,amortisation_type,arrears_balance,borrower_identifier,collateral_currency,collateral_type,credit_impaired_obligor,cumulative_recoveries,current_interest_rate,current_interest_rate_index,current_interest_rate_index_tenor,current_interest_rate_margin,current_loan_to_value,current_principal_balance,current_valuation_amount,current_valuation_date,current_valuation_method,data_cut_off_date,date_of_repurchase,default_amount,default_date,deposit_amount,employment_status,exposure_currency_denomination,geographic_region_classification,geographic_region_obligor,interest_rate_cap,interest_rate_floor,interest_rate_reset_interval,interest_rate_type,litigation,loan_identifier,maturity_date,new_collateral_identifier,new_obligor_identifier,new_underlying_exposure_identifier,number_of_days_in_arrears,occupancy_type,original_collateral_identifier,original_loan_to_value,original_obligor_identifier,original_principal_balance,original_underlying_exposure_identifier,origination_channel,origination_date,originator_legal_entity_identifier,originator_name,payment_due,pool_addition_date,postcode,prepayment_fee,principal_grace_period_end_date,property_type,purchase_price,purpose,redemption_date,resident,scheduled_interest_payment_frequency,scheduled_principal_payment_frequency,total_credit_limit,underlying_exposure_identifier,unique_identifier,youngest_borrower_age,originator_establishment_country,customer_type,current_outstanding_balance,accrued_interest,geographic_region_collateral,collateral_geography,geographic_region_obligor_itl3,geographic_region_collateral_itl3,geographic_region_classification_source,source_portfolio_id,source_portfolio_type,source_portfolio_label,acquisition_date,seller_name,portfolio_cohort
Active,0,Interest roll-up,0,,GBP,residential property,N,0,6.77,SONIA,1M,0,43.76182809407594,540627.06,1235385,2026-06-30,Full survey,2026-06-30,2025-01-31,0,,0,EMUK,GBP,2021,TLE42,15,0,12,FXRL,N,ORIGINATION-0029,2043-11-30,ORIGINATION-0029-COLL-N,OBL-ORIGINATION-0029,ORIGINATION-0029-N,0,Owner Occupied,ORIGINATION-0029-COLL-O,0.3286,OBO-ORIGINATION-0029,346641.3,ORIGINATION-0029,Direct,2019-11-30,213800ABCDE123456701N202501,ERE Funding Limited,0,2019-11-30,LS1 4AP,0,2026-12-30,RFLT,1055000,RENV,,Y,Monthly,Quarterly,363973.36,ORIGINATION-0029,SYN-ORIGINATION-0029,71,GB,CNEO,540627.06,,TLE42,Yorkshire and The Humber,TLE42,TLE42,configured_nuts_classification_year,alp_origination,direct,ALP Origination Book,,,alp_origination
Active,0,Interest roll-up,0,,GBP,residential property,N,0,7.245,SONIA,1M,0,60.561215961715696,211592.41,349386,2026-06-30,Full survey,2026-06-30,2025-01-31,0,,0,PNNR,GBP,2021,TLM13,15,0,12,FXRL,N,ORIGINATION-0030,2044-10-30,ORIGINATION-0030-COLL-N,OBL-ORIGINATION-0030,ORIGINATION-0030-N,0,Owner Occupied,ORIGINATION-0030-COLL-O,0.4607,OBO-ORIGINATION-0030,140519.49,ORIGINATION-0030,Direct,2020-10-30,213800ABCDE123456701N202501,ERE Funding Limited,0,2020-10-30,EH1 1YZ,0,2026-12-30,RFLT,305000,PURC,,Y,Monthly,Quarterly,147545.46,ORIGINATION-0030,SYN-ORIGINATION-0030,65,GB,CNEO,211592.41,,TLM13,Scotland,TLM13,TLM13,configured_nuts_classification_year,alp_origination,direct,ALP Origination Book,,,alp_origination
Active,0,Interest roll-up,0,,GBP,residential property,N,0,6.5,SONIA,1M,0,61.24438407210416,400367.4,653721,2026-06-30,Full survey,2026-06-30,2025-01-31,0,,0,SFEM,GBP,2021,TLI35,15,0,12,FXRL,N,ORIGINATION-0031,2035-05-30,ORIGINATION-0031-COLL-N,OBL-ORIGINATION-0031,ORIGINATION-0031-N,0,Owner Occupied,ORIGINATION-0031-COLL-O,0.4777,OBO-ORIGINATION-0031,269895.01,ORIGINATION-0031,Direct,2020-05-30,213800ABCDE123456701N202501,ERE Funding Limited,0,2020-05-30,SW1A 1AA,0,2026-12-30,RHOS,565000,RENV,,Y,Monthly,Quarterly,283389.76,ORIGINATION-0031,SYN-ORIGINATION-0031,74,GB,CNEO,400367.4,,TLI35,London,TLI35,TLI35,configured_nuts_classification_year,alp_origination,direct,ALP Origination Book,,,alp_origination
Active,0,Interest roll-up,0,,GBP,residential property,N,0,8.245,SONIA,1M,0,52.64775544645097,161598.6,306943,2026-06-30,Full survey,2026-06-30,2025-01-31,0,,0,SFEM,GBP,2021,TLD33,15,0,12,FXRL,N,ORIGINATION-0032,2047-11-30,ORIGINATION-0032-COLL-N,OBL-ORIGINATION-0032,ORIGINATION-0032-N,0,Owner Occupied,ORIGINATION-0032-COLL-O,0.4032,OBO-ORIGINATION-0032,110887.03,ORIGINATION-0032,Direct,2021-11-30,213800ABCDE123456701N202501,ERE Funding Limited,0,2021-11-30,M1 1AE,0,2026-12-30,RBGL,275000,EQRE,,Y,Monthly,Quarterly,116431.38,ORIGINATION-0032,SYN-ORIGINATION-0032,80,GB,CNEO,161598.6,,TLD33,North West,TLD33,TLD33,configured_nuts_classification_year,alp_origination,direct,ALP Origination Book,,,alp_origination
Active,0,Interest roll-up,0,,GBP,residential property,N,0,5.983,SONIA,1M,0,35.5043176213751,200849.7,565705,2026-06-30,Full survey,2026-06-30,2025-01-31,0,,0,EMUK,GBP,2021,TLL52,15,0,12,FXRL,N,ORIGINATION-0033,2040-07-30,ORIGINATION-0033-COLL-N,OBL-ORIGINATION-0033,ORIGINATION-0033-N,0,Owner Occupied,ORIGINATION-0033-COLL-O,0.3087,OBO-ORIGINATION-0033,158984.22,ORIGINATION-0033,Direct,2022-07-30,213800ABCDE123456701N202501,ERE Funding Limited,0,2022-07-30,CF10 1EP,0,2026-12-30,RBGL,515000,EQRE,,Y,Monthly,Quarterly,166933.43,ORIGINATION-0033,SYN-ORIGINATION-0033,67,GB,CNEO,200849.7,,TLL52,Wales,TLL52,TLL52,configured_nuts_classification_year,alp_origination,direct,ALP Origination Book,,,alp_origination
Active,0,Interest roll-up,0,,GBP,residential property,N,0,6.042,SONIA,1M,0,38.05172685568781,188291.36,494830,2026-06-30,Full survey,2026-06-30,2025-01-31,0,,0,SFEM,GBP,2021,TLE42,15,0,12,FXRL,N,ORIGINATION-0034,2048-12-30,ORIGINATION-0034-COLL-N,OBL-ORIGINATION-0034,ORIGINATION-0034-N,0,Owner Occupied,ORIGINATION-0034-COLL-O,0.3351,OBO-ORIGINATION-0034,152482.7,ORIGINATION-0034,Direct,2022-12-30,213800ABCDE123456701N202501,ERE Funding Limited,0,2022-12-30,LS1 4AP,0,2026-12-30,RHOS,455000,EQRE,,Y,Monthly,Quarterly,160106.84,ORIGINATION-0034,SYN-ORIGINATION-0034,72,GB,CNEO,188291.36,,TLE42,Yorkshire and The Humber,TLE42,TLE42,configured_nuts_classification_year,alp_origination,direct,ALP Origination Book,,,alp_origination
Active,0,Interest roll-up,0,,GBP,residential property,N,0,8.064,SONIA,1M,0,54.858637211117376,303649.14,553512,2026-06-30,Full survey,2026-06-30,2025-01-31,0,,0,PNNR,GBP,2021,TLK51,15,0,12,FXRL,N,ORIGINATION-0035,2039-05-30,ORIGINATION-0035-COLL-N,OBL-ORIGINATION-0035,ORIGINATION-0035-N,0,Owner Occupied,ORIGINATION-0035-COLL-O,0.4119,OBO-ORIGINATION-0035,201809.48,ORIGINATION-0035,Direct,2021-05-30,213800ABCDE123456701N202501,ERE Funding Limited,0,2021-05-30,BS1 5AH,0,2026-12-30,RBGL,490000,RENV,,Y,Monthly,Quarterly,211899.95,ORIGINATION-0035,SYN-ORIGINATION-0035,75,GB,CNEO,303649.14,,TLK51,South West,TLK51,TLK51,configured_nuts_classification_year,alp_origination,direct,ALP Origination Book,,,alp_origination
Active,0,Interest roll-up,0,,GBP,residential property,N,0,6.744,SONIA,1M,0,26.105020072740086,331892.96,1271376,2026-06-30,Full survey,2026-06-30,2025-01-31,0,,0,PNNR,GBP,2021,TLM13,15,0,12,FXRL,N,ORIGINATION-0036,2036-07-30,ORIGINATION-0036-COLL-N,OBL-ORIGINATION-0036,ORIGINATION-0036-N,0,Owner Occupied,ORIGINATION-0036-COLL-O,0.211,OBO-ORIGINATION-0036,238450.27,ORIGINATION-0036,Direct,2021-07-30,213800ABCDE123456701N202501,ERE Funding Limited,0,2021-07-30,EH1 1YZ,0,2026-12-30,RHOS,1130000,RENV,,Y,Monthly,Quarterly,250372.78,ORIGINATION-0036,SYN-ORIGINATION-0036,73,GB,CNEO,331892.96,,TLM13,Scotland,TLM13,TLM13,configured_nuts_classification_year,alp_origination,direct,ALP Origination Book,,,alp_origination
Active,0,Interest roll-up,0,,GBP,residential property,N,0,6.625,SONIA,1M,0,46.69851794807911,247411.55,529806,2026-06-30,Full survey,2026-06-30,2025-01-31,0,,0,EMUK,GBP,2021,TLG31,15,0,12,FXRL,N,ORIGINATION-0037,2046-06-30,ORIGINATION-0037-COLL-N,OBL-ORIGINATION-0037,ORIGINATION-0037-N,0,Owner Occupied,ORIGINATION-0037-COLL-O,0.4293,OBO-ORIGINATION-0037,216787.49,ORIGINATION-0037,Direct,2024-06-30,213800ABCDE123456701N202501,ERE Funding Limited,0,2024-06-30,B1 1AA,0,2026-12-30,RHOS,505000,RMRT,,Y,Monthly,Quarterly,227626.86,ORIGINATION-0037,SYN-ORIGINATION-0037,63,GB,CNEO,247411.55,,TLG31,West Midlands,TLG31,TLG31,configured_nuts_classification_year,alp_origination,direct,ALP Origination Book,,,alp_origination
Active,0,Interest roll-up,0,,GBP,residential property,N,0,7.005,SONIA,1M,0,49.71638820921552,721518.53,1451269,2026-06-30,Full survey,2026-06-30,2025-01-31,0,,0,PNNR,GBP,2021,TLE42,15,0,12,FXRL,N,ORIGINATION-0038,2033-11-30,ORIGINATION-0038-COLL-N,OBL-ORIGINATION-0038,ORIGINATION-0038-N,0,Owner Occupied,ORIGINATION-0038-COLL-O,0.3511,OBO-ORIGINATION-0038,424830.4,ORIGINATION-0038,Direct,2018-11-30,213800ABCDE123456701N202501,ERE Funding Limited,0,2018-11-30,LS1 4AP,0,2026-12-30,RHOS,1210000,PURC,,Y,Monthly,Quarterly,446071.92,ORIGINATION-0038,SYN-ORIGINATION-0038,83,GB,CNEO,721518.53,,TLE42,Yorkshire and The Humber,TLE42,TLE42,configured_nuts_classification_year,alp_origination,direct,ALP Origination Book,,,alp_origination
Active,0,Interest roll-up,0,,GBP,residential property,N,0,6.835,SONIA,1M,0,24.936022304707382,73964.98,296619,2026-06-30,Full survey,2026-06-30,2025-01-31,0,,0,PNNR,GBP,2021,TLI35,15,0,12,FXRL,N,ORIGINATION-0039,2050-10-30,ORIGINATION-0039-COLL-N,OBL-ORIGINATION-0039,ORIGINATION-0039-N,0,Owner Occupied,ORIGINATION-0039-COLL-O,0.2317,OBO-ORIGINATION-0039,66022.68,ORIGINATION-0039,Direct,2024-10-30,213800ABCDE123456701N202501,ERE Funding Limited,0,2024-10-30,SW1A 1AA,0,2026-12-30,RFLT,285000,EQRE,,Y,Monthly,Quarterly,69323.81,ORIGINATION-0039,SYN-ORIGINATION-0039,77,GB,CNEO,73964.98,,TLI35,London,TLI35,TLI35,configured_nuts_classification_year,alp_origination,direct,ALP Origination Book,,,alp_origination
Active,0,Interest roll-up,0,,GBP,residential property,N,0,8.472,SONIA,1M,0,34.2615578568845,97564.24,284763,2026-06-30,Full survey,2026-06-30,2025-01-31,0,,0,PNNR,GBP,2021,TLM13,15,0,12,FXRL,N,ORIGINATION-0040,2038-06-30,ORIGINATION-0040-COLL-N,OBL-ORIGINATION-0040,ORIGINATION-0040-N,0,Owner Occupied,ORIGINATION-0040-COLL-O,0.2858,OBO-ORIGINATION-0040,75735.27,ORIGINATION-0040,Direct,2023-06-30,213800ABCDE123456701N202501,ERE Funding Limited,0,2023-06-30,EH1 1YZ,0,2026-12-30,RHOS,265000,EQRE,,Y,Monthly,Quarterly,79522.03,ORIGINATION-0040,SYN-ORIGINATION-0040,66,GB,CNEO,97564.24,,TLM13,Scotland,TLM13,TLM13,configured_nuts_classification_year,alp_origination,direct,ALP Origination Book,,,alp_origination
Active,0,Interest roll-up,0,,GBP,residential property,N,0,7.159,SONIA,1M,0,50.08374625514125,473439.65,945296,2026-06-30,Full survey,2026-06-30,2025-01-31,0,,0,PNNR,GBP,2021,TLL52,15,0,12,FXRL,N,ORIGINATION-0041,2032-09-30,ORIGINATION-0041-COLL-N,OBL-ORIGINATION-0041,ORIGINATION-0041-N,0,Owner Occupied,ORIGINATION-0041-COLL-O,0.3469,OBO-ORIGINATION-0041,272285.29,ORIGINATION-0041,Direct,2018-09-30,213800ABCDE123456701N202501,ERE Funding Limited,0,2018-09-30,CF10 1EP,0,2026-12-30,RHOS,785000,EQRE,,Y,Monthly,Quarterly,285899.55,ORIGINATION-0041,SYN-ORIGINATION-0041,78,GB,CNEO,473439.65,,TLL52,Wales,TLL52,TLL52,configured_nuts_classification_year,alp_origination,direct,ALP Origination Book,,,alp_origination
Active,0,Interest roll-up,0,,GBP,residential property,N,0,6.38,SONIA,1M,0,39.306103649824,312773.21,795737,2026-06-30,Full survey,2026-06-30,2025-01-31,0,,0,SFEM,GBP,2021,TLI35,15,0,12,FXRL,N,ORIGINATION-0042,2044-03-30,ORIGINATION-0042-COLL-N,OBL-ORIGINATION-0042,ORIGINATION-0042-N,0,Owner Occupied,ORIGINATION-0042-COLL-O,0.3068,OBO-ORIGINATION-0042,210142.24,ORIGINATION-0042,Direct,2020-03-30,213800ABCDE123456701N202501,ERE Funding Limited,0,2020-03-30,SW1A 1AA,0,2026-12-30,RHOS,685000,EQRE,,Y,Monthly,Quarterly,220649.35,ORIGINATION-0042,SYN-ORIGINATION-0042,80,GB,CNEO,312773.21,,TLI35,London,TLI35,TLI35,configured_nuts_classification_year,alp_origination,direct,ALP Origination Book,,,alp_origination
Active,0,Interest roll-up,0,,GBP,residential property,N,0,8.299,SONIA,1M,0,70.99243601290861,954513.89,1344529,2026-06-30,Full survey,2026-06-30,2025-01-31,0,,0,SFEM,GBP,2021,TLF14,15,0,12,FXRL,N,ORIGINATION-0043,2033-03-30,ORIGINATION-0043-COLL-N,OBL-ORIGINATION-0043,ORIGINATION-0043-N,0,Owner Occupied,ORIGINATION-0043-COLL-O,0.4638,OBO-ORIGINATION-0043,524054.51,ORIGINATION-0043,Direct,2019-03-30,213800ABCDE123456701N202501,ERE Funding Limited,0,2019-03-30,NG1 5FS,0,2026-12-30,RHOS,1130000,RMRT,,Y,Monthly,Quarterly,550257.24,ORIGINATION-0043,SYN-ORIGINATION-0043,79,GB,CNEO,954513.89,,TLF14,East Midlands,TLF14,TLF14,configured_nuts_classification_year,alp_origination,direct,ALP Origination Book,,,alp_origination
Active,0,Interest roll-up,0,,GBP,residential property,N,0,5.893,SONIA,1M,0,38.352318051037656,193949.59,505705,2026-06-30,Full survey,2026-06-30,2025-01-31,0,,0,PNNR,GBP,2021,TLJ16,15,0,12,FXRL,N,ORIGINATION-0044,2044-12-30,ORIGINATION-0044-COLL-N,OBL-ORIGINATION-0044,ORIGINATION-0044-N,0,Owner Occupied,ORIGINATION-0044-COLL-O,0.3395,OBO-ORIGINATION-0044,157882.02,ORIGINATION-0044,Direct,2022-12-30,213800ABCDE123456701N202501,ERE Funding Limited,0,2022-12-30,RG1 2DP,0,2026-12-30,RFLT,465000,RENV,,Y,Monthly,Quarterly,165776.12,ORIGINATION-0044,SYN-ORIGINATION-0044,73,GB,CNEO,193949.59,,TLJ16,South East,TLJ16,TLJ16,configured_nuts_classification_year,alp_origination,direct,ALP Origination Book,,,alp_origination
Active,0,Interest roll-up,0,,GBP,residential property,N,0,6.468,SONIA,1M,0,25.070390654205603,134126.59,535000,2026-06-30,Full survey,2026-06-30,2025-01-31,0,,0,PNNR,GBP,2021,TLI35,15,0,12,FXRL,N,ORIGINATION-0045,2050-06-30,ORIGINATION-0045-COLL-N,OBL-ORIGINATION-0045,ORIGINATION-0045-N,0,Owner Occupied,ORIGINATION-0045-COLL-O,0.2507,OBO-ORIGINATION-0045,134126.59,ORIGINATION-0045,Direct,2026-06-30,213800ABCDE123456701N202501,ERE Funding Limited,0,2026-06-30,SW1A 1AA,0,2026-12-30,RHOS,535000,RMRT,,Y,Monthly,Quarterly,140832.92,ORIGINATION-0045,SYN-ORIGINATION-0045,82,GB,CNEO,134126.59,,TLI35,London,TLI35,TLI35,configured_nuts_classification_year,alp_origination,direct,ALP Origination Book,,,alp_origination
Active,0,Interest roll-up,0,,GBP,residential property,N,0,7.061,SONIA,1M,0,46.71221981981982,259252.82,555000,2026-06-30,Full survey,2026-06-30,2025-01-31,0,,0,EMUK,GBP,2021,TLG31,15,0,12,FXRL,N,ORIGINATION-0046,2041-06-30,ORIGINATION-0046-COLL-N,OBL-ORIGINATION-0046,ORIGINATION-0046-N,0,Owner Occupied,ORIGINATION-0046-COLL-O,0.4671,OBO-ORIGINATION-0046,259252.82,ORIGINATION-0046,Direct,2026-06-30,213800ABCDE123456701N202501,ERE Funding Limited,0,2026-06-30,B1 1AA,0,2026-12-30,RHOS,555000,RMRT,,Y,Monthly,Quarterly,272215.46,ORIGINATION-0046,SYN-ORIGINATION-0046,70,GB,CNEO,259252.82,,TLG31,West Midlands,TLG31,TLG31,configured_nuts_classification_year,alp_origination,direct,ALP Origination Book,,,alp_origination
Active,0,Interest roll-up,0,,GBP,residential property,N,0,7.411,SONIA,1M,0,38.48096375,307847.71,800000,2026-06-30,Full survey,2026-06-30,2025-01-31,0,,0,EMUK,GBP,2021,TLL52,15,0,12,FXRL,N,ORIGINATION-0047,2042-06-30,ORIGINATION-0047-COLL-N,OBL-ORIGINATION-0047,ORIGINATION-0047-N,0,Owner Occupied,ORIGINATION-0047-COLL-O,0.3848,OBO-ORIGINATION-0047,307847.71,ORIGINATION-0047,Direct,2026-06-30,213800ABCDE123456701N202501,ERE Funding Limited,0,2026-06-30,CF10 1EP,0,2026-12-30,RFLT,800000,RENV,,Y,Monthly,Quarterly,323240.1,ORIGINATION-0047,SYN-ORIGINATION-0047,81,GB,CNEO,307847.71,,TLL52,Wales,TLL52,TLL52,configured_nuts_classification_year,alp_origination,direct,ALP Origination Book,,,alp_origination
Active,0,Interest roll-up,0,,GBP,residential property,N,0,7.347,SONIA,1M,0,38.687614129066375,474785.62,1227229,2026-06-30,Full survey,2026-06-30,2025-01-31,0,,0,EMUK,GBP,2021,TLI35,15,0,12,FXRL,N,ACQUIRED-0001,2037-06-30,ACQUIRED-0001-COLL-N,OBL-ACQUIRED-0001,ACQUIRED-0001-N,0,Owner Occupied,ACQUIRED-0001-COLL-O,0.3177,OBO-ACQUIRED-0001,354206.25,ACQUIRED-0001,Broker,2022-06-30,213800ABCDE123456701N202501,ERE Funding Limited,0,2024-09-30,SW1A 1AA,0,2026-12-30,RHOS,1115000,RMRT,,Y,Monthly,Quarterly,371916.56,ACQUIRED-0001,SYN-ACQUIRED-0001,67,GB,CNEO,474785.62,,TLI35,London,TLI35,TLI35,configured_nuts_classification_year,alp_acquired,acquired,ALP Acquired Back Book,2024-09-30,,alp_acquired
Active,0,Interest roll-up,0,,GBP,residential property,N,0,7.318,SONIA,1M,0,30.242992874622292,140022.94,462993,2026-06-30,Full survey,2026-06-30,2025-01-31,0,,0,PNNR,GBP,2021,TLE42,15,0,12,FXRL,N,ACQUIRED-0002,2046-05-30,ACQUIRED-0002-COLL-N,OBL-ACQUIRED-0002,ACQUIRED-0002-N,0,Owner Occupied,ACQUIRED-0002-COLL-O,0.26,OBO-ACQUIRED-0002,111815.83,ACQUIRED-0002,Broker,2023-05-30,213800ABCDE123456701N202501,ERE Funding Limited,0,2024-09-30,LS1 4AP,0,2026-12-30,RBGL,430000,PURC,,Y,Monthly,Quarterly,117406.62,ACQUIRED-0002,SYN-ACQUIRED-0002,64,GB,CNEO,140022.94,,TLE42,Yorkshire and The Humber,TLE42,TLE42,configured_nuts_classification_year,alp_acquired,acquired,ALP Acquired Back Book,2024-09-30,,alp_acquired
Active,0,Interest roll-up,0,,GBP,residential property,N,0,6.453,SONIA,1M,0,47.4765844155197,285856.04,602099,2026-06-30,Full survey,2026-06-30,2025-01-31,0,,0,EMUK,GBP,2021,TLD33,15,0,12,FXRL,N,ACQUIRED-0003,2036-09-30,ACQUIRED-0003-COLL-N,OBL-ACQUIRED-0003,ACQUIRED-0003-N,0,Owner Occupied,ACQUIRED-0003-COLL-O,0.3472,OBO-ACQUIRED-0003,173594.25,ACQUIRED-0003,Broker,2018-09-30,213800ABCDE123456701N202501,ERE Funding Limited,0,2024-09-30,M1 1AE,0,2026-12-30,RFLT,500000,RMRT,,Y,Monthly,Quarterly,182273.96,ACQUIRED-0003,SYN-ACQUIRED-0003,70,GB,CNEO,285856.04,,TLD33,North West,TLD33,TLD33,configured_nuts_classification_year,alp_acquired,acquired,ALP Acquired Back Book,2024-09-30,,alp_acquired
Active,0,Interest roll-up,0,,GBP,residential property,N,0,7.965,SONIA,1M,0,39.96652732703518,525851.59,1315730,2026-06-30,Full survey,2026-06-30,2025-01-31,0,,0,PNNR,GBP,2021,TLH42,15,0,12,FXRL,N,ACQUIRED-0004,2039-10-30,ACQUIRED-0004-COLL-N,OBL-ACQUIRED-0004,ACQUIRED-0004-N,0,Owner Occupied,ACQUIRED-0004-COLL-O,0.3262,OBO-ACQUIRED-0004,393048.89,ACQUIRED-0004,Broker,2022-10-30,213800ABCDE123456701N202501,ERE Funding Limited,0,2024-09-30,CB2 1TN,0,2026-12-30,RHOS,1205000,RENV,,Y,Monthly,Quarterly,412701.33,ACQUIRED-0004,SYN-ACQUIRED-0004,65,GB,CNEO,525851.59,,TLH42,East of England,TLH42,TLH42,configured_nuts_classification_year,alp_acquired,acquired,ALP Acquired Back Book,2024-09-30,,alp_acquired
Active,0,Interest roll-up,0,,GBP,residential property,N,0,8.323,SONIA,1M,0,33.658786944433466,102175.96,303564,2026-06-30,AVM (desktop),2026-06-30,2025-01-31,0,,0,PNNR,GBP,2021,TLI35,15,0,12,FXRL,N,ACQUIRED-0005,2039-10-30,ACQUIRED-0005-COLL-N,OBL-ACQUIRED-0005,ACQUIRED-0005-N,0,Owner Occupied,ACQUIRED-0005-COLL-O,0.241,OBO-ACQUIRED-0005,63859.66,ACQUIRED-0005,Broker,2020-10-30,213800ABCDE123456701N202501,ERE Funding Limited,0,2024-09-30,SW1A 1AA,0,2026-12-30,RHOS,265000,RENV,,Y,Monthly,Quarterly,67052.64,ACQUIRED-0005,SYN-ACQUIRED-0005,82,GB,CNEO,102175.96,,TLI35,London,TLI35,TLI35,configured_nuts_classification_year,alp_acquired,acquired,ALP Acquired Back Book,2024-09-30,,alp_acquired
Active,0,Interest roll-up,0,,GBP,residential property,N,0,8.556,SONIA,1M,0,23.377017120984377,207158.71,886164,2026-06-30,Full survey,2026-06-30,2025-01-31,0,,0,SFEM,GBP,2021,TLE42,15,0,12,FXRL,N,ACQUIRED-0006,2039-03-30,ACQUIRED-0006-COLL-N,OBL-ACQUIRED-0006,ACQUIRED-0006-N,0,Owner Occupied,ACQUIRED-0006-COLL-O,0.2165,OBO-ACQUIRED-0006,186217.38,ACQUIRED-0006,Broker,2025-03-30,213800ABCDE123456701N202501,ERE Funding Limited,0,2024-09-30,LS1 4AP,0,2026-12-30,RBGL,860000,RMRT,,Y,Monthly,Quarterly,195528.25,ACQUIRED-0006,SYN-ACQUIRED-0006,73,GB,CNEO,207158.71,,TLE42,Yorkshire and The Humber,TLE42,TLE42,configured_nuts_classification_year,alp_acquired,acquired,ALP Acquired Back Book,2024-09-30,,alp_acquired
Active,0,Interest roll-up,0,,GBP,residential property,N,0,7.131,SONIA,1M,0,49.00944883458337,541245.16,1104369,2026-06-30,Full survey,2026-06-30,2025-01-31,0,,0,PNNR,GBP,2021,TLF14,15,0,12,FXRL,N,ACQUIRED-0007,2039-12-30,ACQUIRED-0007-COLL-N,OBL-ACQUIRED-0007,ACQUIRED-0007-N,0,Owner Occupied,ACQUIRED-0007-COLL-O,0.3608,OBO-ACQUIRED-0007,340947.71,ACQUIRED-0007,Broker,2019-12-30,213800ABCDE123456701N202501,ERE Funding Limited,0,2024-09-30,NG1 5FS,0,2026-12-30,RHOS,945000,RENV,,Y,Monthly,Quarterly,357995.1,ACQUIRED-0007,SYN-ACQUIRED-0007,91,GB,CNEO,541245.16,,TLF14,East Midlands,TLF14,TLF14,configured_nuts_classification_year,alp_acquired,acquired,ALP Acquired Back Book,2024-09-30,,alp_acquired
Active,0,Interest roll-up,0,,GBP,residential property,N,0,6.977,SONIA,1M,0,26.346553507501095,320432.58,1216222,2026-06-30,Full survey,2026-06-30,2025-01-31,0,,0,PNNR,GBP,2021,TLE42,15,0,12,FXRL,N,ACQUIRED-0008,2044-06-30,ACQUIRED-0008-COLL-N,OBL-ACQUIRED-0008,ACQUIRED-0008-N,0,Owner Occupied,ACQUIRED-0008-COLL-O,0.2195,OBO-ACQUIRED-0008,242596.62,ACQUIRED-0008,Broker,2022-06-30,213800ABCDE123456701N202501,ERE Funding Limited,0,2024-09-30,LS1 4AP,0,2026-12-30,RBGL,1105000,RENV,,Y,Monthly,Quarterly,254726.45,ACQUIRED-0008,SYN-ACQUIRED-0008,63,GB,CNEO,320432.58,,TLE42,Yorkshire and The Humber,TLE42,TLE42,configured_nuts_classification_year,alp_acquired,acquired,ALP Acquired Back Book,2024-09-30,,alp_acquired
Active,0,Interest roll-up,0,,GBP,residential property,N,0,8.26,SONIA,1M,0,53.942194399923096,274966.56,509743,2026-06-30,Full survey,2026-06-30,2025-01-31,0,,0,PNNR,GBP,2021,TLF14,15,0,12,FXRL,N,ACQUIRED-0009,2039-11-30,ACQUIRED-0009-COLL-N,OBL-ACQUIRED-0009,ACQUIRED-0009-N,0,Owner Occupied,ACQUIRED-0009-COLL-O,0.3466,OBO-ACQUIRED-0009,147291.28,ACQUIRED-0009,Broker,2018-11-30,213800ABCDE123456701N202501,ERE Funding Limited,0,2024-09-30,NG1 5FS,0,2026-12-30,RHOS,425000,RMRT,,Y,Monthly,Quarterly,154655.84,ACQUIRED-0009,SYN-ACQUIRED-0009,75,GB,CNEO,274966.56,,TLF14,East Midlands,TLF14,TLF14,configured_nuts_classification_year,alp_acquired,acquired,ALP Acquired Back Book,2024-09-30,,alp_acquired
Active,0,Interest roll-up,0,,GBP,residential property,N,0,8.144,SONIA,1M,0,28.02369542521693,327479.3,1168580,2026-06-30,Full survey,2026-06-30,2025-01-31,0,,0,PNNR,GBP,2021,TLF14,15,0,12,FXRL,N,ACQUIRED-0010,2041-02-28,ACQUIRED-0010-COLL-N,OBL-ACQUIRED-0010,ACQUIRED-0010-N,0,Owner Occupied,ACQUIRED-0010-COLL-O,0.2452,OBO-ACQUIRED-0010,270978.67,ACQUIRED-0010,Broker,2024-02-29,213800ABCDE123456701N202501,ERE Funding Limited,0,2024-09-30,NG1 5FS,0,2026-12-30,RFLT,1105000,RENV,,Y,Monthly,Quarterly,284527.6,ACQUIRED-0010,SYN-ACQUIRED-0010,86,GB,CNEO,327479.3,,TLF14,East Midlands,TLF14,TLF14,configured_nuts_classification_year,alp_acquired,acquired,ALP Acquired Back Book,2024-09-30,,alp_acquired
