account_status,allocated_losses,amortisation_type,arrears_balance,borrower_identifier,collateral_currency,collateral_type,credit_impaired_obligor,cumulative_recoveries,current_interest_rate,current_interest_rate_index,current_interest_rate_index_tenor,current_interest_rate_margin,current_loan_to_value,current_principal_balance,current_valuation_amount,current_valuation_date,current_valuation_method,data_cut_off_date,date_of_repurchase,default_amount,default_date,deposit_amount,employment_status,exposure_currency_denomination,geographic_region_classification,geographic_region_obligor,interest_rate_cap,interest_rate_floor,interest_rate_reset_interval,interest_rate_type,litigation,loan_identifier,maturity_date,new_collateral_identifier,new_obligor_identifier,new_underlying_exposure_identifier,number_of_days_in_arrears,occupancy_type,original_collateral_identifier,original_loan_to_value,original_obligor_identifier,original_principal_balance,original_underlying_exposure_identifier,origination_channel,origination_date,originator_legal_entity_identifier,originator_name,payment_due,pool_addition_date,postcode,prepayment_fee,principal_grace_period_end_date,property_type,purchase_price,purpose,redemption_date,resident,scheduled_interest_payment_frequency,scheduled_principal_payment_frequency,total_credit_limit,underlying_exposure_identifier,unique_identifier,youngest_borrower_age,originator_establishment_country,customer_type,current_outstanding_balance,accrued_interest,geographic_region_collateral,collateral_geography,geographic_region_obligor_itl3,geographic_region_collateral_itl3,geographic_region_classification_source,source_portfolio_id,source_portfolio_type,source_portfolio_label,acquisition_date,seller_name,portfolio_cohort
Active,0,Interest roll-up,0,,GBP,residential property,N,0,6.77,SONIA,1M,0,43.603326249878336,537594.13,1232920,2026-05-31,Full survey,2026-05-31,2025-01-31,0,,0,Employed,GBP,2021,TLE42,15,0,12,FXRL,N,ORIGINATION-0029,2043-11-30,ORIGINATION-0029-COLL-N,OBL-ORIGINATION-0029,ORIGINATION-0029-N,0,Owner Occupied,ORIGINATION-0029-COLL-O,0.3286,OBO-ORIGINATION-0029,346641.3,ORIGINATION-0029,Direct,2019-11-30,213800ABCDE123456701N202501,ERE Funding Limited,0,2019-11-30,LS1 4AP,0,2026-11-30,RFLT,1055000,RENV,,Y,Monthly,Quarterly,363973.36,ORIGINATION-0029,SYN-ORIGINATION-0029,71,GB,CNEO,537594.13,,TLE42,Yorkshire and The Humber,TLE42,TLE42,configured_nuts_classification_year,alp_origination,direct,ALP Origination Book,,,alp_origination
Active,0,Interest roll-up,0,,GBP,residential property,N,0,7.245,SONIA,1M,0,60.31827306933418,210322.58,348688,2026-05-31,Full survey,2026-05-31,2025-01-31,0,,0,Retired,GBP,2021,TLM13,15,0,12,FXRL,N,ORIGINATION-0030,2044-10-30,ORIGINATION-0030-COLL-N,OBL-ORIGINATION-0030,ORIGINATION-0030-N,0,Owner Occupied,ORIGINATION-0030-COLL-O,0.4607,OBO-ORIGINATION-0030,140519.49,ORIGINATION-0030,Direct,2020-10-30,213800ABCDE123456701N202501,ERE Funding Limited,0,2020-10-30,EH1 1YZ,0,2026-11-30,RFLT,305000,PURC,,Y,Monthly,Quarterly,147545.46,ORIGINATION-0030,SYN-ORIGINATION-0030,65,GB,CNEO,210322.58,,TLM13,Scotland,TLM13,TLM13,configured_nuts_classification_year,alp_origination,direct,ALP Origination Book,,,alp_origination
Active,0,Interest roll-up,0,,GBP,residential property,N,0,6.5,SONIA,1M,0,61.036275934373165,398210.43,652416,2026-05-31,Full survey,2026-05-31,2025-01-31,0,,0,Self employed,GBP,2021,TLI35,15,0,12,FXRL,N,ORIGINATION-0031,2035-05-30,ORIGINATION-0031-COLL-N,OBL-ORIGINATION-0031,ORIGINATION-0031-N,0,Owner Occupied,ORIGINATION-0031-COLL-O,0.4777,OBO-ORIGINATION-0031,269895.01,ORIGINATION-0031,Direct,2020-05-30,213800ABCDE123456701N202501,ERE Funding Limited,0,2020-05-30,SW1A 1AA,0,2026-11-30,RHOS,565000,RENV,,Y,Monthly,Quarterly,283389.76,ORIGINATION-0031,SYN-ORIGINATION-0031,74,GB,CNEO,398210.43,,TLI35,London,TLI35,TLI35,configured_nuts_classification_year,alp_origination,direct,ALP Origination Book,,,alp_origination
Active,0,Interest roll-up,0,,GBP,residential property,N,0,8.245,SONIA,1M,0,52.3931250612085,160495.86,306330,2026-05-31,Full survey,2026-05-31,2025-01-31,0,,0,Self employed,GBP,2021,TLD33,15,0,12,FXRL,N,ORIGINATION-0032,2047-11-30,ORIGINATION-0032-COLL-N,OBL-ORIGINATION-0032,ORIGINATION-0032-N,0,Owner Occupied,ORIGINATION-0032-COLL-O,0.4032,OBO-ORIGINATION-0032,110887.03,ORIGINATION-0032,Direct,2021-11-30,213800ABCDE123456701N202501,ERE Funding Limited,0,2021-11-30,M1 1AE,0,2026-11-30,RBGL,275000,EQRE,,Y,Monthly,Quarterly,116431.38,ORIGINATION-0032,SYN-ORIGINATION-0032,80,GB,CNEO,160495.86,,TLD33,North West,TLD33,TLD33,configured_nuts_classification_year,alp_origination,direct,ALP Origination Book,,,alp_origination
Active,0,Interest roll-up,0,,GBP,residential property,N,0,5.983,SONIA,1M,0,35.39882495890721,199853.27,564576,2026-05-31,Full survey,2026-05-31,2025-01-31,0,,0,Employed,GBP,2021,TLL52,15,0,12,FXRL,N,ORIGINATION-0033,2040-07-30,ORIGINATION-0033-COLL-N,OBL-ORIGINATION-0033,ORIGINATION-0033-N,0,Owner Occupied,ORIGINATION-0033-COLL-O,0.3087,OBO-ORIGINATION-0033,158984.22,ORIGINATION-0033,Direct,2022-07-30,213800ABCDE123456701N202501,ERE Funding Limited,0,2022-07-30,CF10 1EP,0,2026-11-30,RBGL,515000,EQRE,,Y,Monthly,Quarterly,166933.43,ORIGINATION-0033,SYN-ORIGINATION-0033,67,GB,CNEO,199853.27,,TLL52,Wales,TLL52,TLL52,configured_nuts_classification_year,alp_origination,direct,ALP Origination Book,,,alp_origination
Active,0,Interest roll-up,0,,GBP,residential property,N,0,6.042,SONIA,1M,0,37.93684214789346,187348.06,493842,2026-05-31,Full survey,2026-05-31,2025-01-31,0,,0,Self employed,GBP,2021,TLE42,15,0,12,FXRL,N,ORIGINATION-0034,2048-12-30,ORIGINATION-0034-COLL-N,OBL-ORIGINATION-0034,ORIGINATION-0034-N,0,Owner Occupied,ORIGINATION-0034-COLL-O,0.3351,OBO-ORIGINATION-0034,152482.7,ORIGINATION-0034,Direct,2022-12-30,213800ABCDE123456701N202501,ERE Funding Limited,0,2022-12-30,LS1 4AP,0,2026-11-30,RHOS,455000,EQRE,,Y,Monthly,Quarterly,160106.84,ORIGINATION-0034,SYN-ORIGINATION-0034,72,GB,CNEO,187348.06,,TLE42,Yorkshire and The Humber,TLE42,TLE42,configured_nuts_classification_year,alp_origination,direct,ALP Origination Book,,,alp_origination
Active,0,Interest roll-up,0,,GBP,residential property,N,0,8.064,SONIA,1M,0,54.60145146603863,301622.24,552407,2026-05-31,Full survey,2026-05-31,2025-01-31,0,,0,Retired,GBP,2021,TLK51,15,0,12,FXRL,N,ORIGINATION-0035,2039-05-30,ORIGINATION-0035-COLL-N,OBL-ORIGINATION-0035,ORIGINATION-0035-N,0,Owner Occupied,ORIGINATION-0035-COLL-O,0.4119,OBO-ORIGINATION-0035,201809.48,ORIGINATION-0035,Direct,2021-05-30,213800ABCDE123456701N202501,ERE Funding Limited,0,2021-05-30,BS1 5AH,0,2026-11-30,RBGL,490000,RENV,,Y,Monthly,Quarterly,211899.95,ORIGINATION-0035,SYN-ORIGINATION-0035,75,GB,CNEO,301622.24,,TLK51,South West,TLK51,TLK51,configured_nuts_classification_year,alp_origination,direct,ALP Origination Book,,,alp_origination
Active,0,Interest roll-up,0,,GBP,residential property,N,0,6.744,SONIA,1M,0,26.01105499677658,330038.15,1268838,2026-05-31,Full survey,2026-05-31,2025-01-31,0,,0,Retired,GBP,2021,TLM13,15,0,12,FXRL,N,ORIGINATION-0036,2036-07-30,ORIGINATION-0036-COLL-N,OBL-ORIGINATION-0036,ORIGINATION-0036-N,0,Owner Occupied,ORIGINATION-0036-COLL-O,0.211,OBO-ORIGINATION-0036,238450.27,ORIGINATION-0036,Direct,2021-07-30,213800ABCDE123456701N202501,ERE Funding Limited,0,2021-07-30,EH1 1YZ,0,2026-11-30,RHOS,1130000,RENV,,Y,Monthly,Quarterly,250372.78,ORIGINATION-0036,SYN-ORIGINATION-0036,73,GB,CNEO,330038.15,,TLM13,Scotland,TLM13,TLM13,configured_nuts_classification_year,alp_origination,direct,ALP Origination Book,,,alp_origination
Active,0,Interest roll-up,0,,GBP,residential property,N,0,6.625,SONIA,1M,0,46.535046941075905,246053.13,528748,2026-05-31,Full survey,2026-05-31,2025-01-31,0,,0,Employed,GBP,2021,TLG31,15,0,12,FXRL,N,ORIGINATION-0037,2046-06-30,ORIGINATION-0037-COLL-N,OBL-ORIGINATION-0037,ORIGINATION-0037-N,0,Owner Occupied,ORIGINATION-0037-COLL-O,0.4293,OBO-ORIGINATION-0037,216787.49,ORIGINATION-0037,Direct,2024-06-30,213800ABCDE123456701N202501,ERE Funding Limited,0,2024-06-30,B1 1AA,0,2026-11-30,RHOS,505000,RMRT,,Y,Monthly,Quarterly,227626.86,ORIGINATION-0037,SYN-ORIGINATION-0037,63,GB,CNEO,246053.13,,TLG31,West Midlands,TLG31,TLG31,configured_nuts_classification_year,alp_origination,direct,ALP Origination Book,,,alp_origination
Active,0,Interest roll-up,0,,GBP,residential property,N,0,7.005,SONIA,1M,0,49.52668338887842,717331.11,1448373,2026-05-31,Full survey,2026-05-31,2025-01-31,0,,0,Retired,GBP,2021,TLE42,15,0,12,FXRL,N,ORIGINATION-0038,2033-11-30,ORIGINATION-0038-COLL-N,OBL-ORIGINATION-0038,ORIGINATION-0038-N,0,Owner Occupied,ORIGINATION-0038-COLL-O,0.3511,OBO-ORIGINATION-0038,424830.4,ORIGINATION-0038,Direct,2018-11-30,213800ABCDE123456701N202501,ERE Funding Limited,0,2018-11-30,LS1 4AP,0,2026-11-30,RHOS,1210000,PURC,,Y,Monthly,Quarterly,446071.92,ORIGINATION-0038,SYN-ORIGINATION-0038,83,GB,CNEO,717331.11,,TLE42,Yorkshire and The Humber,TLE42,TLE42,configured_nuts_classification_year,alp_origination,direct,ALP Origination Book,,,alp_origination
Active,0,Interest roll-up,0,,GBP,residential property,N,0,6.835,SONIA,1M,0,24.84438243808842,73546.08,296027,2026-05-31,Full survey,2026-05-31,2025-01-31,0,,0,Retired,GBP,2021,TLI35,15,0,12,FXRL,N,ORIGINATION-0039,2050-10-30,ORIGINATION-0039-COLL-N,OBL-ORIGINATION-0039,ORIGINATION-0039-N,0,Owner Occupied,ORIGINATION-0039-COLL-O,0.2317,OBO-ORIGINATION-0039,66022.68,ORIGINATION-0039,Direct,2024-10-30,213800ABCDE123456701N202501,ERE Funding Limited,0,2024-10-30,SW1A 1AA,0,2026-11-30,RFLT,285000,EQRE,,Y,Monthly,Quarterly,69323.81,ORIGINATION-0039,SYN-ORIGINATION-0039,77,GB,CNEO,73546.08,,TLI35,London,TLI35,TLI35,configured_nuts_classification_year,alp_origination,direct,ALP Origination Book,,,alp_origination
Active,0,Interest roll-up,0,,GBP,residential property,N,0,8.472,SONIA,1M,0,34.08936117806435,96880.26,284195,2026-05-31,Full survey,2026-05-31,2025-01-31,0,,0,Retired,GBP,2021,TLM13,15,0,12,FXRL,N,ORIGINATION-0040,2038-06-30,ORIGINATION-0040-COLL-N,OBL-ORIGINATION-0040,ORIGINATION-0040-N,0,Owner Occupied,ORIGINATION-0040-COLL-O,0.2858,OBO-ORIGINATION-0040,75735.27,ORIGINATION-0040,Direct,2023-06-30,213800ABCDE123456701N202501,ERE Funding Limited,0,2023-06-30,EH1 1YZ,0,2026-11-30,RHOS,265000,EQRE,,Y,Monthly,Quarterly,79522.03,ORIGINATION-0040,SYN-ORIGINATION-0040,66,GB,CNEO,96880.26,,TLM13,Scotland,TLM13,TLM13,configured_nuts_classification_year,alp_origination,direct,ALP Origination Book,,,alp_origination
Active,0,Interest roll-up,0,,GBP,residential property,N,0,7.159,SONIA,1M,0,49.88630911937452,470631.93,943409,2026-05-31,Full survey,2026-05-31,2025-01-31,0,,0,Retired,GBP,2021,TLL52,15,0,12,FXRL,N,ORIGINATION-0041,2032-09-30,ORIGINATION-0041-COLL-N,OBL-ORIGINATION-0041,ORIGINATION-0041-N,0,Owner Occupied,ORIGINATION-0041-COLL-O,0.3469,OBO-ORIGINATION-0041,272285.29,ORIGINATION-0041,Direct,2018-09-30,213800ABCDE123456701N202501,ERE Funding Limited,0,2018-09-30,CF10 1EP,0,2026-11-30,RHOS,785000,EQRE,,Y,Monthly,Quarterly,285899.55,ORIGINATION-0041,SYN-ORIGINATION-0041,78,GB,CNEO,470631.93,,TLL52,Wales,TLL52,TLL52,configured_nuts_classification_year,alp_origination,direct,ALP Origination Book,,,alp_origination
Active,0,Interest roll-up,0,,GBP,residential property,N,0,6.38,SONIA,1M,0,39.17641399787697,311119.1,794149,2026-05-31,Full survey,2026-05-31,2025-01-31,0,,0,Self employed,GBP,2021,TLI35,15,0,12,FXRL,N,ORIGINATION-0042,2044-03-30,ORIGINATION-0042-COLL-N,OBL-ORIGINATION-0042,ORIGINATION-0042-N,0,Owner Occupied,ORIGINATION-0042-COLL-O,0.3068,OBO-ORIGINATION-0042,210142.24,ORIGINATION-0042,Direct,2020-03-30,213800ABCDE123456701N202501,ERE Funding Limited,0,2020-03-30,SW1A 1AA,0,2026-11-30,RHOS,685000,EQRE,,Y,Monthly,Quarterly,220649.35,ORIGINATION-0042,SYN-ORIGINATION-0042,80,GB,CNEO,311119.1,,TLI35,London,TLI35,TLI35,configured_nuts_classification_year,alp_origination,direct,ALP Origination Book,,,alp_origination
Active,0,Interest roll-up,0,,GBP,residential property,N,0,8.299,SONIA,1M,0,70.64586222700834,947957.97,1341845,2026-05-31,Full survey,2026-05-31,2025-01-31,0,,0,Self employed,GBP,2021,TLF14,15,0,12,FXRL,N,ORIGINATION-0043,2033-03-30,ORIGINATION-0043-COLL-N,OBL-ORIGINATION-0043,ORIGINATION-0043-N,0,Owner Occupied,ORIGINATION-0043-COLL-O,0.4638,OBO-ORIGINATION-0043,524054.51,ORIGINATION-0043,Direct,2019-03-30,213800ABCDE123456701N202501,ERE Funding Limited,0,2019-03-30,NG1 5FS,0,2026-11-30,RHOS,1130000,RMRT,,Y,Monthly,Quarterly,550257.24,ORIGINATION-0043,SYN-ORIGINATION-0043,79,GB,CNEO,947957.97,,TLF14,East Midlands,TLF14,TLF14,configured_nuts_classification_year,alp_origination,direct,ALP Origination Book,,,alp_origination
Active,0,Interest roll-up,0,,GBP,residential property,N,0,5.893,SONIA,1M,0,38.241196680774166,193001.79,504696,2026-05-31,Full survey,2026-05-31,2025-01-31,0,,0,Retired,GBP,2021,TLJ16,15,0,12,FXRL,N,ORIGINATION-0044,2044-12-30,ORIGINATION-0044-COLL-N,OBL-ORIGINATION-0044,ORIGINATION-0044-N,0,Owner Occupied,ORIGINATION-0044-COLL-O,0.3395,OBO-ORIGINATION-0044,157882.02,ORIGINATION-0044,Direct,2022-12-30,213800ABCDE123456701N202501,ERE Funding Limited,0,2022-12-30,RG1 2DP,0,2026-11-30,RFLT,465000,RENV,,Y,Monthly,Quarterly,165776.12,ORIGINATION-0044,SYN-ORIGINATION-0044,73,GB,CNEO,193001.79,,TLJ16,South East,TLJ16,TLJ16,configured_nuts_classification_year,alp_origination,direct,ALP Origination Book,,,alp_origination
Active,0,Interest roll-up,0,,GBP,residential property,N,0,7.347,SONIA,1M,0,38.529109333193986,471896.44,1224779,2026-05-31,Full survey,2026-05-31,2025-01-31,0,,0,Employed,GBP,2021,TLI35,15,0,12,FXRL,N,ACQUIRED-0001,2037-06-30,ACQUIRED-0001-COLL-N,OBL-ACQUIRED-0001,ACQUIRED-0001-N,0,Owner Occupied,ACQUIRED-0001-COLL-O,0.3177,OBO-ACQUIRED-0001,354206.25,ACQUIRED-0001,Broker,2022-06-30,213800ABCDE123456701N202501,ERE Funding Limited,0,2024-09-30,SW1A 1AA,0,2026-11-30,RHOS,1115000,RMRT,,Y,Monthly,Quarterly,371916.56,ACQUIRED-0001,SYN-ACQUIRED-0001,67,GB,CNEO,471896.44,,TLI35,London,TLI35,TLI35,configured_nuts_classification_year,alp_acquired,acquired,ALP Acquired Back Book,2024-09-30,,alp_acquired
Active,0,Interest roll-up,0,,GBP,residential property,N,0,7.318,SONIA,1M,0,30.119789468672426,139174.21,462069,2026-05-31,Full survey,2026-05-31,2025-01-31,0,,0,Retired,GBP,2021,TLE42,15,0,12,FXRL,N,ACQUIRED-0002,2046-05-30,ACQUIRED-0002-COLL-N,OBL-ACQUIRED-0002,ACQUIRED-0002-N,0,Owner Occupied,ACQUIRED-0002-COLL-O,0.26,OBO-ACQUIRED-0002,111815.83,ACQUIRED-0002,Broker,2023-05-30,213800ABCDE123456701N202501,ERE Funding Limited,0,2024-09-30,LS1 4AP,0,2026-11-30,RBGL,430000,PURC,,Y,Monthly,Quarterly,117406.62,ACQUIRED-0002,SYN-ACQUIRED-0002,64,GB,CNEO,139174.21,,TLE42,Yorkshire and The Humber,TLE42,TLE42,configured_nuts_classification_year,alp_acquired,acquired,ALP Acquired Back Book,2024-09-30,,alp_acquired
Active,0,Interest roll-up,0,,GBP,residential property,N,0,6.453,SONIA,1M,0,47.31710592663968,284327.07,600897,2026-05-31,Full survey,2026-05-31,2025-01-31,0,,0,Employed,GBP,2021,TLD33,15,0,12,FXRL,N,ACQUIRED-0003,2036-09-30,ACQUIRED-0003-COLL-N,OBL-ACQUIRED-0003,ACQUIRED-0003-N,0,Owner Occupied,ACQUIRED-0003-COLL-O,0.3472,OBO-ACQUIRED-0003,173594.25,ACQUIRED-0003,Broker,2018-09-30,213800ABCDE123456701N202501,ERE Funding Limited,0,2024-09-30,M1 1AE,0,2026-11-30,RFLT,500000,RMRT,,Y,Monthly,Quarterly,182273.96,ACQUIRED-0003,SYN-ACQUIRED-0003,70,GB,CNEO,284327.07,,TLD33,North West,TLD33,TLD33,configured_nuts_classification_year,alp_acquired,acquired,ALP Acquired Back Book,2024-09-30,,alp_acquired
Active,0,Interest roll-up,0,,GBP,residential property,N,0,7.965,SONIA,1M,0,39.78239880466437,522384.27,1313104,2026-05-31,Full survey,2026-05-31,2025-01-31,0,,0,Retired,GBP,2021,TLH42,15,0,12,FXRL,N,ACQUIRED-0004,2039-10-30,ACQUIRED-0004-COLL-N,OBL-ACQUIRED-0004,ACQUIRED-0004-N,0,Owner Occupied,ACQUIRED-0004-COLL-O,0.3262,OBO-ACQUIRED-0004,393048.89,ACQUIRED-0004,Broker,2022-10-30,213800ABCDE123456701N202501,ERE Funding Limited,0,2024-09-30,CB2 1TN,0,2026-11-30,RHOS,1205000,RENV,,Y,Monthly,Quarterly,412701.33,ACQUIRED-0004,SYN-ACQUIRED-0004,65,GB,CNEO,522384.27,,TLH42,East of England,TLH42,TLH42,configured_nuts_classification_year,alp_acquired,acquired,ALP Acquired Back Book,2024-09-30,,alp_acquired
Active,0,Interest roll-up,0,,GBP,residential property,N,0,8.323,SONIA,1M,0,33.493697166943385,101472.17,302959,2026-05-31,Full survey,2026-05-31,2025-01-31,0,,0,Retired,GBP,2021,TLI35,15,0,12,FXRL,N,ACQUIRED-0005,2039-10-30,ACQUIRED-0005-COLL-N,OBL-ACQUIRED-0005,ACQUIRED-0005-N,0,Owner Occupied,ACQUIRED-0005-COLL-O,0.241,OBO-ACQUIRED-0005,63859.66,ACQUIRED-0005,Broker,2020-10-30,213800ABCDE123456701N202501,ERE Funding Limited,0,2024-09-30,SW1A 1AA,0,2026-11-30,RHOS,265000,RENV,,Y,Monthly,Quarterly,67052.64,ACQUIRED-0005,SYN-ACQUIRED-0005,82,GB,CNEO,101472.17,,TLI35,London,TLI35,TLI35,configured_nuts_classification_year,alp_acquired,acquired,ALP Acquired Back Book,2024-09-30,,alp_acquired
Active,0,Interest roll-up,0,,GBP,residential property,N,0,8.556,SONIA,1M,0,23.25792179069105,205692.13,884396,2026-05-31,Full survey,2026-05-31,2025-01-31,0,,0,Self employed,GBP,2021,TLE42,15,0,12,FXRL,N,ACQUIRED-0006,2039-03-30,ACQUIRED-0006-COLL-N,OBL-ACQUIRED-0006,ACQUIRED-0006-N,0,Owner Occupied,ACQUIRED-0006-COLL-O,0.2165,OBO-ACQUIRED-0006,186217.38,ACQUIRED-0006,Broker,2025-03-30,213800ABCDE123456701N202501,ERE Funding Limited,0,2024-09-30,LS1 4AP,0,2026-11-30,RBGL,860000,RMRT,,Y,Monthly,Quarterly,195528.25,ACQUIRED-0006,SYN-ACQUIRED-0006,73,GB,CNEO,205692.13,,TLE42,Yorkshire and The Humber,TLE42,TLE42,configured_nuts_classification_year,alp_acquired,acquired,ALP Acquired Back Book,2024-09-30,,alp_acquired
Active,0,Interest roll-up,0,,GBP,residential property,N,0,7.131,SONIA,1M,0,48.817400132829604,538047.81,1102164,2026-05-31,Full survey,2026-05-31,2025-01-31,0,,0,Retired,GBP,2021,TLF14,15,0,12,FXRL,N,ACQUIRED-0007,2039-12-30,ACQUIRED-0007-COLL-N,OBL-ACQUIRED-0007,ACQUIRED-0007-N,0,Owner Occupied,ACQUIRED-0007-COLL-O,0.3608,OBO-ACQUIRED-0007,340947.71,ACQUIRED-0007,Broker,2019-12-30,213800ABCDE123456701N202501,ERE Funding Limited,0,2024-09-30,NG1 5FS,0,2026-11-30,RHOS,945000,RENV,,Y,Monthly,Quarterly,357995.1,ACQUIRED-0007,SYN-ACQUIRED-0007,91,GB,CNEO,538047.81,,TLF14,East Midlands,TLF14,TLF14,configured_nuts_classification_year,alp_acquired,acquired,ALP Acquired Back Book,2024-09-30,,alp_acquired
Active,0,Interest roll-up,0,,GBP,residential property,N,0,6.977,SONIA,1M,0,26.246631432820205,318580.3,1213795,2026-05-31,Full survey,2026-05-31,2025-01-31,0,,0,Retired,GBP,2021,TLE42,15,0,12,FXRL,N,ACQUIRED-0008,2044-06-30,ACQUIRED-0008-COLL-N,OBL-ACQUIRED-0008,ACQUIRED-0008-N,0,Owner Occupied,ACQUIRED-0008-COLL-O,0.2195,OBO-ACQUIRED-0008,242596.62,ACQUIRED-0008,Broker,2022-06-30,213800ABCDE123456701N202501,ERE Funding Limited,0,2024-09-30,LS1 4AP,0,2026-11-30,RBGL,1105000,RENV,,Y,Monthly,Quarterly,254726.45,ACQUIRED-0008,SYN-ACQUIRED-0008,63,GB,CNEO,318580.3,,TLE42,Yorkshire and The Humber,TLE42,TLE42,configured_nuts_classification_year,alp_acquired,acquired,ALP Acquired Back Book,2024-09-30,,alp_acquired
Active,0,Interest roll-up,0,,GBP,residential property,N,0,8.26,SONIA,1M,0,53.68052940089557,273086.81,508726,2026-05-31,Full survey,2026-05-31,2025-01-31,0,,0,Retired,GBP,2021,TLF14,15,0,12,FXRL,N,ACQUIRED-0009,2039-11-30,ACQUIRED-0009-COLL-N,OBL-ACQUIRED-0009,ACQUIRED-0009-N,0,Owner Occupied,ACQUIRED-0009-COLL-O,0.3466,OBO-ACQUIRED-0009,147291.28,ACQUIRED-0009,Broker,2018-11-30,213800ABCDE123456701N202501,ERE Funding Limited,0,2024-09-30,NG1 5FS,0,2026-11-30,RHOS,425000,RMRT,,Y,Monthly,Quarterly,154655.84,ACQUIRED-0009,SYN-ACQUIRED-0009,75,GB,CNEO,273086.81,,TLF14,East Midlands,TLF14,TLF14,configured_nuts_classification_year,alp_acquired,acquired,ALP Acquired Back Book,2024-09-30,,alp_acquired
Active,0,Interest roll-up,0,,GBP,residential property,N,0,8.144,SONIA,1M,0,27.890447829278166,325271.79,1166248,2026-05-31,Full survey,2026-05-31,2025-01-31,0,,0,Retired,GBP,2021,TLF14,15,0,12,FXRL,N,ACQUIRED-0010,2041-02-28,ACQUIRED-0010-COLL-N,OBL-ACQUIRED-0010,ACQUIRED-0010-N,0,Owner Occupied,ACQUIRED-0010-COLL-O,0.2452,OBO-ACQUIRED-0010,270978.67,ACQUIRED-0010,Broker,2024-02-29,213800ABCDE123456701N202501,ERE Funding Limited,0,2024-09-30,NG1 5FS,0,2026-11-30,RFLT,1105000,RENV,,Y,Monthly,Quarterly,284527.6,ACQUIRED-0010,SYN-ACQUIRED-0010,86,GB,CNEO,325271.79,,TLF14,East Midlands,TLF14,TLF14,configured_nuts_classification_year,alp_acquired,acquired,ALP Acquired Back Book,2024-09-30,,alp_acquired
Active,0,Interest roll-up,0,,GBP,residential property,N,0,8.822,SONIA,1M,0,54.57835403319136,457459.39,838170,2026-05-31,Full survey,2026-05-31,2025-01-31,0,,0,Retired,GBP,2021,TLJ16,15,0,12,FXRL,N,ACQUIRED-0011,2036-04-30,ACQUIRED-0011-COLL-N,OBL-ACQUIRED-0011,ACQUIRED-0011-N,0,Owner Occupied,ACQUIRED-0011-COLL-O,0.4204,OBO-ACQUIRED-0011,319505.39,ACQUIRED-0011,Broker,2022-04-30,213800ABCDE123456701N202501,ERE Funding Limited,0,2024-09-30,RG1 2DP,0,2026-11-30,RHOS,760000,RMRT,,Y,Monthly,Quarterly,335480.66,ACQUIRED-0011,SYN-ACQUIRED-0011,73,GB,CNEO,457459.39,,TLJ16,South East,TLJ16,TLJ16,configured_nuts_classification_year,alp_acquired,acquired,ALP Acquired Back Book,2024-09-30,,alp_acquired
Active,0,Interest roll-up,0,,GBP,residential property,N,0,8.862,SONIA,1M,0,43.38881613445867,477430.14,1100353,2026-05-31,Full survey,2026-05-31,2025-01-31,0,,0,Retired,GBP,2021,TLJ16,15,0,12,FXRL,N,ACQUIRED-0012,2045-03-30,ACQUIRED-0012-COLL-N,OBL-ACQUIRED-0012,ACQUIRED-0012-N,0,Owner Occupied,ACQUIRED-0012-COLL-O,0.4025,OBO-ACQUIRED-0012,430698.26,ACQUIRED-0012,Broker,2025-03-30,213800ABCDE123456701N202501,ERE Funding Limited,0,2024-09-30,RG1 2DP,0,2026-11-30,RHOS,1070000,EQRE,,Y,Monthly,Quarterly,452233.17,ACQUIRED-0012,SYN-ACQUIRED-0012,72,GB,CNEO,477430.14,,TLJ16,South East,TLJ16,TLJ16,configured_nuts_classification_year,alp_acquired,acquired,ALP Acquired Back Book,2024-09-30,,alp_acquired
Active,0,Interest roll-up,0,,GBP,residential property,N,0,7.891,SONIA,1M,0,34.40886409896646,139295.34,404824,2026-05-31,Full survey,2026-05-31,2025-01-31,0,,0,Retired,GBP,2021,TLM13,15,0,12,FXRL,N,ACQUIRED-0013,2048-11-30,ACQUIRED-0013-COLL-N,OBL-ACQUIRED-0013,ACQUIRED-0013-N,0,Owner Occupied,ACQUIRED-0013-COLL-O,0.3348,OBO-ACQUIRED-0013,133923.75,ACQUIRED-0013,Broker,2025-11-30,213800ABCDE123456701N202501,ERE Funding Limited,0,2024-09-30,EH1 1YZ,0,2026-11-30,RHOS,400000,RMRT,,Y,Monthly,Quarterly,140619.94,ACQUIRED-0013,SYN-ACQUIRED-0013,60,GB,CNEO,139295.34,,TLM13,Scotland,TLM13,TLM13,configured_nuts_classification_year,alp_acquired,acquired,ALP Acquired Back Book,2024-09-30,,alp_acquired
